S.No.,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2947,Nissan Micra Diesel XV Premium,2012,83000,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,17.97312
2948,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2018,10714,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,191.923776
2949,Tata Manza Aura Plus Quadrajet BS IV,2010,127510,Diesel,Manual,Second,19.0 kmpl,1248 CC,90 bhp,5,6.80064
2950,Maruti Swift VDI,2014,35010,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,17.0016
2951,Maruti Swift Dzire 1.2 Lxi BSIV,2012,75451,Petrol,Manual,First,17.5 kmpl,1197 CC,85.8 bhp,5,18.361728
2952,Tata Indigo eCS LS (TDI) BS-III,2015,83000,Diesel,Manual,First,19.09 kmpl,1405 CC,69.01 bhp,5,13.11552
2953,Honda Amaze S i-Dtech,2013,38755,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,15.54432
2954,Maruti Swift VXI BSIV,2016,30000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,24.288
2955,Maruti Ertiga ZDI,2012,40000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,34.0032
2956,Hyundai Grand i10 Era,2014,19500,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5,13.84416
2957,Nissan Micra Active XV,2016,41000,Petrol,Manual,First,19.69 kmpl,1198 CC,67.04 bhp,5,20.6448
2958,Hyundai Grand i10 Asta Option,2014,30000,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5,23.80224
2959,Jeep Compass 2.0 Sport,2017,37000,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5,82.09344
2960,Volkswagen Polo Diesel Comfortline 1.2L,2014,62000,Diesel,Manual,Second,22.07 kmpl,1199 CC,73.9 bhp,5,20.6448
2961,Honda Amaze S AT i-Vtech,2015,42023,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5,21.081984
2962,BMW X3 xDrive20d Advantage Edition,2012,51001,Diesel,Automatic,First,16.09 kmpl,1995 CC,184 bhp,5,82.5792
2963,BMW 3 Series 320d Luxury Line,2017,55389,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,138.19872
2964,Honda City V AT,2014,46728,Petrol,Automatic,First,15.6 kmpl,1497 CC,116.3 bhp,5,29.87424
2965,Mahindra Ssangyong Rexton RX5,2014,58995,Diesel,Manual,First,12.83 kmpl,2696 CC,162 bhp,7,44.9328
2966,Maruti Swift Dzire LDI,2015,37857,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,23.55936
2967,Maruti Swift VDI BSIV,2014,71000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,23.31648
2968,Honda Brio S Option MT,2012,49024,Petrol,Manual,First,18.4 kmpl,1198 CC,86.8 bhp,5,11.17248
2969,Hyundai Grand i10 Sportz,2016,10770,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,23.0736
2970,Tata Zest Quadrajet 1.3 75PS XM,2017,72000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,24.288
2971,Hyundai EON Era Plus,2015,91000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,12.144
2972,Hyundai i20 1.2 Spotz,2017,14000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,28.90272
2973,Volvo S60 D4 KINETIC,2014,48000,Diesel,Automatic,Second,9.0 kmpl,1984 CC,181 bhp,5,77.7216
2974,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,75136,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,29.87424
2975,Maruti Ritz VXI,2014,32500,Petrol,Manual,Second,21.1 kmpl,1197 CC,85.80 bhp,5,19.67328
2976,Hyundai i20 1.4 CRDi Magna,2010,94500,Diesel,Manual,Second,21.9 kmpl,1396 CC,90 bhp,5,15.05856
2977,Maruti Dzire VXI,2013,34900,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5,26.668224
2978,Porsche Panamera 2010 2013 4S,2010,42400,Petrol,Automatic,Third,8.0 kmpl,4806 CC,394.3 bhp,4,208.439616
2979,Maruti Swift VDi BSIII W/ ABS,2015,50000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5,27.68832
2980,Honda Brio S MT,2014,35000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,13.84416
2981,Chevrolet Beat LS,2012,37000,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5,11.41536
2982,Hyundai Creta 1.6 SX Plus Petrol Automatic,2018,32807,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5,71.698176
2983,Honda City ZX GXi,2008,119000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,5,10.9296
2984,Maruti Ritz LXi,2016,12000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,17.73024
2985,Ford EcoSport 1.5 TDCi Trend,2016,46727,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5,35.2176
2986,BMW 3 Series 320d,2010,73336,Diesel,Automatic,First,13.2 kmpl,1995 CC,170 bhp,5,51.927744
2987,Hyundai Verna 1.6 SX VTVT,2014,9000,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5,26.7168
2988,Toyota Innova 2.5 G4 Diesel 8-seater,2005,240000,Diesel,Manual,Fourth & Above,12.8 kmpl,2494 CC,102 bhp,8,24.77376
2989,Maruti Wagon R LXI,2014,25422,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,15.7872
2990,Maruti Ertiga VDI,2018,14000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,44.9328
2991,Maruti Alto LXi BSIII,2008,66000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,8.25792
2992,Maruti A-Star Vxi,2010,55324,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,13.941312
2993,BMW X5 3.0d,2009,90000,Diesel,Automatic,First,11.0 kmpl,2993 CC,235 bhp,5,86.2224
2994,Mahindra KUV 100 G80 K6 Plus 5Str,2017,43000,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,5,21.8592
2995,Hyundai i10 Magna AT,2008,58483,Petrol,Automatic,Second,19.2 kmpl,1197 CC,80 bhp,5,14.32992
2996,Honda Civic 2006-2010 1.8 S AT,2007,93000,Petrol,Automatic,Second,12.9 kmpl,1799 CC,130 bhp,5,12.62976
2997,Hyundai i10 Sportz 1.2,2010,50000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,14.5728
2998,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2014,78616,Diesel,Automatic,Second,14.84 kmpl,2143 CC,170 bhp,5,75.2928
2999,Toyota Etios G,2011,37000,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,5,13.60128
3000,Honda City 1.5 E MT,2010,54801,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,12.144
3001,Maruti Swift Dzire VDI,2014,29000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,27.9312
3002,Maruti Swift VXI,2010,68000,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5,13.60128
3003,Hyundai Verna 1.6 EX VTVT,2014,58000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,22.296384
3004,Maruti Ritz VDi,2012,64290,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,17.73024
3005,Toyota Fortuner 4x2 Manual,2015,31000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,96.42336
3006,Jeep Compass 2.0 Limited,2018,16039,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5,89.8656
3007,Hyundai i20 Asta Option 1.2,2017,19860,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,33.76032
3008,Maruti Wagon R LXI CNG,2014,48500,CNG,Manual,Second,26.6 km/kg,998 CC,58.16 bhp,5,13.84416
3009,Tata New Safari DICOR 2.2 EX 4x4 BS IV,2012,75391,Diesel,Manual,First,13.93 kmpl,2179 CC,138 bhp,7,18.216
3010,Maruti Swift Dzire LDi,2008,78000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5,11.17248
3011,Tata Indigo eCS eLS BS IV,2016,78000,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,5,11.17248
3012,Maruti Swift LDI,2016,52000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,28.90272
3013,Maruti Celerio VXI AT,2016,30000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,16.953024
3014,BMW 5 Series 2013-2017 530d M Sport,2016,19254,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5,231.70752
3015,Volkswagen Polo 1.2 MPI Highline,2015,29651,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,31.234368
3016,Tata Safari DICOR 2.2 LX 4x2,2011,80000,Diesel,Manual,First,13.93 kmpl,2179 CC,138.03 bhp,7,21.8592
3017,Mini Cooper S Carbon Edition,2018,2971,Petrol,Automatic,First,13.6 kmpl,1598 CC,181 bhp,4,193.0896
3018,Ford Figo Petrol Titanium,2015,21400,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5,19.4304
3019,Honda City i DTEC V,2015,77000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,33.906048
3020,Hyundai Tucson CRDi,2006,80000,Diesel,Manual,Second,12.6 kmpl,1991 CC,112 bhp,7,8.5008
3021,Skoda Laura Ambiente 2.0 TDI CR MT,2013,81755,Diesel,Manual,First,20.0 kmpl,1968 CC,108.5 bhp,5,23.0736
3022,Toyota Fortuner 3.0 Diesel,2016,99593,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,114.1536
3023,Hyundai Verna 1.6 SX,2014,39791,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,36.383424
3024,Mahindra XUV500 W6 2WD,2015,113000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,52.70496
3025,Renault KWID RXT,2017,24000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,17.0016
3026,Hyundai i20 Asta 1.2,2015,39000,Petrol,Manual,Second,18.6 kmpl,1197 CC,81.83 bhp,5,30.60288
3027,Honda City V AT,2012,37000,Petrol,Automatic,First,15.6 kmpl,1497 CC,116.3 bhp,5,32.7888
3028,Ford Endeavour 3.2 Titanium AT 4X4,2017,61108,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7,140.287488
3029,Skoda Superb Elegance 1.8 TSI AT,2016,61648,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,69.123648
3030,BMW 3 Series 320d Sport,2012,37000,Diesel,Automatic,Third,22.69 kmpl,1995 CC,190 bhp,5,72.864
3031,Maruti Ertiga VXI CNG,2013,53000,CNG,Manual,First,22.8 km/kg,1373 CC,80.9 bhp,7,28.17408
3032,Maruti Ritz LDi,2013,65000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,18.216
3033,Hyundai Santro Xing XP,2005,120000,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5,5.58624
3034,Toyota Fortuner 3.0 Diesel,2011,148009,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7,61.9344
3035,Maruti Swift Lxi BSIII,2009,53001,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5,9.47232
3036,Tata Tigor 1.2 Revotron XT,2018,22345,Petrol,Manual,First,20.3 kmpl,1199 CC,84 bhp,5,24.04512
3037,Honda City i VTEC CVT VX,2015,50000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,40.0752
3038,BMW 3 Series 320d,2013,48183,Diesel,Automatic,First,13.2 kmpl,1995 CC,170 bhp,5,101.961024
3039,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2010,93000,Diesel,Automatic,Second,14.21 kmpl,2143 CC,203 bhp,5,85.008
3040,Maruti Swift VDI,2015,53500,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,26.036736
3041,Maruti Ertiga VXI,2014,17585,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7,30.84576
3042,Hyundai Verna 1.6 VTVT,2011,36226,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,14.32992
3043,Land Rover Discovery Sport TD4 HSE,2019,25899,Diesel,Automatic,First,12.63 kmpl,2179 CC,147.5 bhp,5,270.56832
3044,Hyundai Santro Xing GL,2009,60170,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,5,5.58624
3045,Mercedes-Benz New C-Class C 220 CDI Style,2017,11200,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,182.16
3046,Hyundai i10 Magna 1.2,2017,49045,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,19.770432
3047,Volkswagen Polo Diesel Comfortline 1.2L,2012,45000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,14.524224
3048,Maruti Vitara Brezza VDi Option,2017,40000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,38.37504
3049,Renault Duster 85PS Diesel RxL,2016,36600,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,36.383424
3050,Tata Indica Vista Aqua 1.3 Quadrajet,2009,117000,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,5,5.34336
3051,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2016,16000,Diesel,Automatic,First,11.3 kmpl,2987 CC,254.8 bhp,7,272.0256
3052,Hyundai Xcent 1.2 CRDi S,2016,50000,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5,17.0016
3053,Hyundai Verna CRDi SX ABS,2008,150000,Diesel,Manual,First,18.1 kmpl,1493 CC,110 bhp,5,14.5728
3054,Hyundai Verna 1.6 SX VTVT,2014,11000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,29.63136
3055,Ford Figo Petrol ZXI,2010,102016,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5,10.9296
3056,Maruti Swift VDI Optional,2016,38000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,28.90272
3057,Renault Pulse RxL,2013,71491,Diesel,Manual,First,23.08 kmpl,1461 CC,63.12 bhp,5,24.04512
3058,Volkswagen Polo 1.2 MPI Highline,2015,46354,Petrol,Manual,Second,16.47 kmpl,1198 CC,74 bhp,5,26.668224
3059,BMW 3 Series 320d Luxury Line,2019,87000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,32.400192
3060,Skoda Rapid 1.6 MPI Active,2015,20765,Petrol,Manual,First,15.0 kmpl,1598 CC,103.52 bhp,5,30.36
3061,Hyundai Santro GS,2005,58000,Petrol,Manual,Second,0.0 kmpl,999 CC,null bhp,5,7.334976
3062,Audi Q7 3.0 TDI Quattro Premium Plus,2014,51076,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,169.433088
3063,Maruti Ciaz VDi Plus,2016,84085,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5,33.51744
3064,Honda City i DTEC VX,2014,55000,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,29.097024
3065,Mercedes-Benz E-Class 2009-2013 E350 Petrol,2010,73000,Petrol,Automatic,First,10.93 kmpl,3498 CC,272 bhp,5,50.51904
3066,Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,2012,50001,Diesel,Automatic,First,14.57 kmpl,2967 CC,241.38 bhp,5,140.8704
3067,Mahindra Xylo H4,2016,93166,Diesel,Manual,Second,14.02 kmpl,2179 CC,118.3 bhp,7,28.41696
3068,Honda City 1.5 EXI AT,2006,99583,Petrol,Automatic,Third,12.0 kmpl,1493 CC,100 bhp,5,10.735296
3069,Maruti SX4 ZXI MT BSIV,2010,72000,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5,11.65824
3070,Toyota Corolla Altis G,2009,70000,Petrol,Manual,Third,14.53 kmpl,1798 CC,138.1 bhp,5,14.5728
3071,Volkswagen Vento Petrol Highline AT,2012,61000,Petrol,Automatic,Second,14.4 kmpl,1598 CC,103.6 bhp,5,18.216
3072,Hyundai EON Era Plus,2015,66510,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,14.32992
3073,Skoda Laura Ambition 2.0 TDI CR MT,2011,84062,Diesel,Manual,First,20.0 kmpl,1968 CC,108.5 bhp,5,28.17408
3074,Maruti Swift VDI,2012,80799,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,23.80224
3075,Toyota Corolla Altis 1.8 VL CVT,2018,5000,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5,82.33632
3076,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,92000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,60.72
3077,Tata Tiago Wizz 1.05 Revotorq,2017,53000,Diesel,Manual,First,27.28 kmpl,1047 CC,69 bhp,5,24.288
3078,Skoda Rapid 1.6 MPI Ambition,2015,39822,Petrol,Manual,First,15.41 kmpl,1598 CC,103.52 bhp,5,22.733568
3079,Ford Endeavour 3.2 Titanium AT 4X4,2016,29000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7,144.75648
3080,Renault KWID RXL,2017,24214,Petrol,Manual,Second,25.17 kmpl,799 CC,53.3 bhp,5,16.807296
3081,Hyundai i20 1.4 Asta CRDi with AVN,2012,75000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,19.4304
3082,Skoda Laura Ambiente,2012,77216,Diesel,Manual,Second,17.5 kmpl,1896 CC,106 bhp,5,21.8592
3083,Toyota Corolla Altis Diesel D4DG,2013,74290,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,28.514112
3084,Mahindra Scorpio S8 8 Seater,2015,61000,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,8,46.1472
3085,Audi Q5 2.0 TDI Premium Plus,2013,44000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5,157.872
3086,Chevrolet Enjoy TCDi LS 8 Seater,2014,74041,Diesel,Manual,First,18.2 kmpl,1248 CC,73.8 bhp,8,18.847488
3087,BMW 3 Series 320d,2013,85846,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,63.537408
3088,Nissan Sunny 2011-2014 Diesel XV,2012,52000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,17.0016
3089,Honda Accord 2.4 MT,2010,47000,Petrol,Manual,Second,12.8 kmpl,2354 CC,177.6 bhp,5,17.0016
3090,Hyundai Verna CRDi,2010,72010,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5,21.61632
3091,Maruti Omni E MPI STD BS IV,2015,15000,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,8,11.41536
3092,Honda City i VTEC SV,2015,480000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,24.288
3093,Audi A7 2011-2015 Sportback,2012,24720,Diesel,Automatic,Second,0.0 kmpl,2967 CC,241.4 bhp,5,136.0128
3094,Ford Fiesta 1.4 ZXi Leather,2007,75000,Petrol,Manual,Second,16.6 kmpl,1388 CC,68 bhp,5,9.7152
3095,Hyundai i20 1.4 Asta,2015,57000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,30.84576
3096,Mercedes-Benz E-Class E250 CDI Avantgrade,2015,41057,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5,119.642688
3097,Maruti Wagon R LXI CNG,2012,92000,CNG,Manual,Second,26.2 km/kg,998 CC,58.2 bhp,5,14.5728
3098,Ford EcoSport 1.5 TDCi Trend Plus,2016,20000,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5,38.37504
3099,Hyundai i20 1.2 Magna,2011,52359,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,15.7872
3100,Honda City i VTEC V,2016,17000,Petrol,Manual,Second,17.8 kmpl,1497 CC,117.3 bhp,5,40.0752
3101,Nissan Micra Diesel XV,2011,39002,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,13.84416
3102,Ford Figo Diesel EXI,2010,129986,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5,15.54432
3103,Nissan Micra XL,2013,45000,Petrol,Manual,First,18.44 kmpl,1198 CC,75 bhp,5,8.5008
3104,Maruti Swift VDI BSIV,2013,41300,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,16.418688
3105,Honda Accord 2.4 MT,2009,82002,Petrol,Manual,Second,12.8 kmpl,2354 CC,177.6 bhp,5,27.9312
3106,Skoda Superb Elegance 1.8 TSI AT,2010,67000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,22.83072
3107,Maruti Omni 8 Seater BSIV,2017,21260,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,14.08704
3108,Hyundai i20 Magna Optional 1.4 CRDi,2012,55362,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5,20.6448
3109,Hyundai Creta 1.6 CRDi AT SX Plus,2017,13000,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5,70.4352
3110,Maruti Swift VDI BSIV,2016,45725,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,25.939584
3111,Maruti Swift LDI BSIV,2014,105000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,18.70176
3112,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,156056,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,41.2896
3113,Hyundai Xcent 1.1 CRDi Base,2016,135000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,20.40192
3114,Maruti Ertiga Paseo VDI,2016,67000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.7 bhp,7,32.7888
3115,Ford Endeavour 3.2 Trend AT 4X4,2016,90000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197.2 bhp,7,126.2976
3116,Hyundai i20 1.4 Sportz,2019,32251,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,41.823936
3117,Maruti Zen Estilo LXI BS IV,2009,47000,Petrol,Manual,First,19.0 kmpl,998 CC,67.1 bhp,5,7.092096
3118,Maruti Ritz VDi,2011,75308,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,5,13.60128
3119,Maruti Alto K10 LXI CNG Optional,2018,44202,CNG,Manual,First,32.26 km/kg,998 CC,58.2 bhp,4,19.4304
3120,Honda City 1.5 S MT,2014,58000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,26.571072
3121,Maruti Swift Dzire ZXi,2009,60000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,11.90112
3122,BMW X1 sDrive 20d Sportline,2014,45000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,104.4384
3123,Tata Manza Aqua Safire,2010,41195,Petrol,Manual,First,15.0 kmpl,1368 CC,90 bhp,5,6.703488
3124,Mahindra XUV500 W10 2WD,2016,89000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,65.5776
3125,Hyundai i10 Sportz AT,2009,60510,Petrol,Automatic,Second,16.95 kmpl,1197 CC,78.9 bhp,5,15.05856
3126,Maruti Baleno Sigma 1.2,2016,8500,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,26.668224
3127,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,35981,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,46.195776
3128,Ford Figo Petrol ZXI,2012,23152,Petrol,Manual,First,15.6 kmpl,1196 CC,70.02 bhp,5,11.609664
3129,Maruti Wagon R CNG LXI,2014,74663,CNG,Manual,First,33.54 km/kg,998 CC,67.04 bhp,5,15.7872
3130,Volkswagen Vento Sport 1.2 TSI AT,2014,61529,Petrol,Automatic,First,18.19 kmpl,1197 CC,103.5 bhp,5,27.44544
3131,Mahindra Xylo D2 BS III,2010,91596,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7,8.98656
3132,Porsche Cayenne Base,2019,14298,Petrol,Automatic,First,13.33 kmpl,2995 CC,340 bhp,5,9.812352
3133,Maruti Swift Dzire VDi,2013,83327,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,28.17408
3134,Volkswagen Polo 1.2 MPI Highline Plus,2017,22857,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5,33.51744
3135,Hyundai Verna 1.6 VTVT,2013,34620,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5,25.98816
3136,Hyundai i10 Era 1.1,2010,56000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,13.84416
3137,Mercedes-Benz E-Class E250 CDI Launch Edition,2014,81000,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5,110.5104
3138,Maruti Zen LXI,1998,95150,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5,2.18592
3139,Hyundai i10 Sportz,2013,32776,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,22.539264
3140,Honda Amaze S i-Dtech,2016,51587,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,25.599552
3141,Tata Safari Storme VX,2016,36000,Diesel,Manual,First,14.1 kmpl,2179 CC,148 bhp,7,48.576
3142,Honda Brio 1.2 S MT,2015,22000,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5,19.18752
3143,Hyundai i20 Asta,2010,30754,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,16.418688
3144,Volkswagen Jetta 2012-2014 1.4 TSI,2018,37109,Petrol,Manual,First,14.69 kmpl,1390 CC,120.33 bhp,5,81.60768
3145,Honda Jazz Select Edition,2010,45000,Petrol,Manual,First,16.7 kmpl,1198 CC,88.8 bhp,5,9.666624
3146,Hyundai Grand i10 Sportz,2017,33284,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,28.368384
3147,Jaguar XF Diesel,2016,55115,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5,175.60224
3148,Jaguar XF 2.2 Litre Luxury,2014,18000,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5,124.84032
3149,Mahindra XUV500 W8 2WD,2013,130790,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,44.884224
3150,Maruti S Cross DDiS 320 Alpha,2015,16607,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5,37.16064
3151,Audi A4 2.0 TDI 177 Bhp Premium Plus,2015,32205,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,122.945856
3152,Renault Duster 110PS Diesel RxZ,2013,67000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,23.0736
3153,Maruti Swift Dzire VXI,2014,57676,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,32.497344
3154,Volkswagen Polo Petrol Trendline 1.2L,2012,41000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,15.05856
